Price($),Brand,Model,Year,Title_Status,Mileage,Color,Vin,Lot,State,Country,Time_Left_Hours,Time_Left_Days
17000,Chevrolet,Doors,2015,Clean Vehicle,27927,White,  2G1Ff1E3Xf9185411,167788243,Oklahoma, USA,21.0,0.88
14000,Chevrolet,Doors,2014,Clean Vehicle,135127,Red,  3Gcpcreh4Eg204053,167789010,Florida, USA,48.0,2.0
32100,Chevrolet,2500,2018,Clean Vehicle,55532,White,  1Gc1Kvey2Jf198038,167789500,Pennsylvania, USA,21.0,0.88
33100,Chevrolet,2500,2019,Clean Vehicle,72172,White,  1Gc1Ksey8Kf114255,167789506,Pennsylvania, USA,21.0,0.88
31600,Chevrolet,2500,2018,Clean Vehicle,57751,White,  1Gc1Kvey3Jf197819,167789507,Pennsylvania, USA,21.0,0.88
5100,Chevrolet,Doors,2013,Clean Vehicle,96314,Gray,  3Gnal3Ek3Ds630172,167789808,Pennsylvania, USA,21.0,0.88
4100,Chevrolet,Doors,2013,Clean Vehicle,89152,Blue,  1G1Pa5Sgxd7225194,167789821,Pennsylvania, USA,21.0,0.88
7200,Chevrolet,Doors,2014,Clean Vehicle,114660,Silver,  2Gnflfek5E6237636,167790442,Texas, USA,6.0,0.25
12800,Chevrolet,1500,2014,Clean Vehicle,177322,White,  3Gcuksej4Eg356687,167790463,Texas, USA,7.0,0.29
46800,Chevrolet,1500,2019,Clean Vehicle,36423,Gray,  1Gcuyhel9Kz240206,167790796,Nebraska, USA,21.0,0.88
21800,Chevrolet,VAN,2019,Clean Vehicle,23759,White,  1Gcwgafg7K1222516,167790802,Missouri, USA,21.0,0.88
3000,Chevrolet,Doors,2013,Clean Vehicle,120667,Gray,  1G1Jc6Sh6D4127084,167790930,Texas, USA,216.0,9.0
22500,Chevrolet,Colorado,2017,Clean Vehicle,65344,Red,  1Gcgtcen1H1148658,167791423,Indiana, USA,48.0,2.0
35300,Chevrolet,Suburban,2018,Clean Vehicle,51347,Black,  1Gnskhkc5Jr243896,167791881,Missouri, USA,21.0,0.88
16500,Chevrolet,Volt,2017,Clean Vehicle,52322,Black,  1G1Rd6S59Hu201853,167792181,Oklahoma, USA,21.0,0.88
33000,Chevrolet,Doors,2017,Clean Vehicle,67620,Black,  1Gnskbkc6Hr132085,167792186,Missouri, USA,48.0,2.0
31500,Chevrolet,1500,2017,Clean Vehicle,59965,Black,  3Gcuktec6Hg222226,167792192,Missouri, USA,48.0,2.0
34500,Chevrolet,1500,2017,Clean Vehicle,28739,Silver,  3Gcuksec3Hg222744,167792196,Missouri, USA,48.0,2.0
8000,Chevrolet,Trax,2016,Clean Vehicle,77429,Silver,  Kl7Cjpsb3Gb750120,167792654,West Virginia, USA,48.0,2.0
25000,Chevrolet,1500,2017,Clean Vehicle,20847,White,  3Gcukrec6Hg356561,167792660,West Virginia, USA,21.0,0.88
10700,Chevrolet,Trax,2016,Clean Vehicle,44280,Red,  3Gncjnsb1Gl264970,167792666,West Virginia, USA,48.0,2.0
13400,Chevrolet,Doors,2016,Clean Vehicle,86031,Silver,  2G1145S39G9185641,167792677,West Virginia, USA,48.0,2.0
16500,Chevrolet,Equinox,2019,Clean Vehicle,7622,Gold,  2Gnaxhev8K6108774,167792678,West Virginia, USA,48.0,2.0
34000,Chevrolet,Traverse,2019,Clean Vehicle,8067,White,  1Gnevhkw9Kj129253,167792679,West Virginia, USA,48.0,2.0
14100,Chevrolet,Trax,2018,Clean Vehicle,16502,White,  Kl7Cjpsbxjb710284,167792685,West Virginia, USA,48.0,2.0
38600,Chevrolet,1500,2019,Clean Vehicle,20681,Black,  1Gcuyged0Kz114660,167792700,West Virginia, USA,48.0,2.0
9100,Chevrolet,Doors,2016,Clean Vehicle,54655,Blue,  1G1Pe5Sb4G7168780,167792789,Missouri, USA,21.0,0.88
8600,Chevrolet,Doors,2016,Clean Vehicle,57825,Blue,  1G1Pe5Sb1G7193233,167792796,Missouri, USA,21.0,0.88
22000,Chevrolet,Doors,2016,Clean Vehicle,58856,White,  3Gcpcrec6Gg235750,167792906,Oklahoma, USA,21.0,0.88
8900,Chevrolet,Colorado,2015,Clean Vehicle,85072,White,  1Gchsaea3F1218425,167793027,West Virginia, USA,48.0,2.0
15500,Chevrolet,Doors,2015,Clean Vehicle,79506,Red,  1Gcrcpehxfz272176,167793029,West Virginia, USA,48.0,2.0
3300,Chevrolet,Doors,2015,Clean Vehicle,85301,Silver,  1G1Pg5Sbxf7249436,167793038,West Virginia, USA,48.0,2.0
29000,Chevrolet,1500,2015,Clean Vehicle,69377,Brown,  3Gcuksej3Fg195122,167793216,Missouri, USA,48.0,2.0
17300,Chevrolet,Equinox,2020,Clean Vehicle,15577,Black,  3Gnaxkev2Ll125886,167796069,Nevada, USA,48.0,2.0
30500,Chevrolet,Traverse,2020,Clean Vehicle,23470,Silver,  1Gnerhkw7Lj115518,167796080,Nevada, USA,48.0,2.0
25000,Chevrolet,Impala,2020,Clean Vehicle,18715,Silver,  1G1105S31Lu100901,167796081,Nevada, USA,6.0,0.25
2800,Chevrolet,Cruze,2012,Clean Vehicle,61258,White,  1G1Pl5Sc7C7367895,167723306,Illinois, USA,21.0,0.88
3300,Chevrolet,Doors,2012,Clean Vehicle,131791,No_Color,  1Gnkvjedxcj172991,167723310,Illinois, USA,21.0,0.88
36400,Chevrolet,Suburban,2019,Clean Vehicle,35705,Silver,  1Gnskhkcxkr139079,167796192,Nevada, USA,48.0,2.0
34800,Chevrolet,Suburban,2019,Clean Vehicle,48982,Silver,  1Gnskhkc2Kr158368,167796193,Nevada, USA,48.0,2.0
20700,Chevrolet,Limited,2019,Clean Vehicle,33745,White,  2Gcrcpec4K1155751,167796194,Nevada, USA,48.0,2.0
32200,Chevrolet,Suburban,2019,Clean Vehicle,42267,Silver,  1Gnschkc9Kr204131,167796196,Nevada, USA,48.0,2.0
35300,Chevrolet,Tahoe,2019,Clean Vehicle,46863,Black,  1Gnskbkc9Kr143993,167796197,Nevada, USA,48.0,2.0
33500,Chevrolet,Suburban,2019,Clean Vehicle,36443,White,  1Gnschkc2Kr124931,167796200,Nevada, USA,48.0,2.0
13700,Chevrolet,Impala,2019,Clean Vehicle,14939,Blue,  2G11Z5S30K9137729,167796203,Nevada, USA,9.0,0.38
15900,Chevrolet,Malibu,2019,Clean Vehicle,22026,Black,  1G1Zd5St0Kf187281,167796205,Nevada, USA,1.0,0.04
33200,Chevrolet,Suburban,2019,Clean Vehicle,38278,Black,  1Gnschkc9Kr201844,167796206,Nevada, USA,48.0,2.0
35500,Chevrolet,Suburban,2019,Clean Vehicle,46149,Silver,  1Gnskhkc1Kr203879,167796209,Nevada, USA,48.0,2.0
29800,Chevrolet,Suburban,2018,Clean Vehicle,48427,Silver,  1Gnschkc6Jr106222,167798080,Nevada, USA,48.0,2.0
29800,Chevrolet,Suburban,2018,Clean Vehicle,48807,Gray,  1Gnschkc1Jr387653,167798092,Nevada, USA,48.0,2.0
29500,Chevrolet,Suburban,2018,Clean Vehicle,52618,Silver,  1Gnschkc1Jr235923,167798097,Nevada, USA,48.0,2.0
30300,Chevrolet,Suburban,2018,Clean Vehicle,46494,White,  1Gnschkc5Jr280816,167798100,Nevada, USA,48.0,2.0
24300,Chevrolet,1500,2018,Clean Vehicle,56296,Black,  3Gcukreh2Jg284677,167798290,New York, USA,18.0,0.75
29800,Chevrolet,Suburban,2017,Clean Vehicle,33909,Silver,  1Gnschkc4Hr206149,167798808,Nevada, USA,48.0,2.0
29800,Chevrolet,Suburban,2017,Clean Vehicle,33028,White,  1Gnschkc3Hr133923,167798818,Nevada, USA,48.0,2.0
27500,Chevrolet,Camaro,2016,Clean Vehicle,44653,White,  1G1Fh1R79G0149647,167799194,Nevada, USA,,
10800,Chevrolet,Doors,2017,Clean Vehicle,80516,Gray,  2Gnfleek2H6351253,167799346,New Jersey, USA,18.0,0.75
11500,Chevrolet,VAN,2017,Clean Vehicle,105151,White,  1Gcwgaff8H1120366,167799354,New Jersey, USA,18.0,0.75
10400,Chevrolet,VAN,2017,Clean Vehicle,78368,White,  3N63M0Yn6Hk696088,167799356,New Jersey, USA,18.0,0.75
11400,Chevrolet,Equinox,2018,Clean Vehicle,78956,White,  2Gnaxsevxj6292207,167799451,Florida, USA,,
11400,Chevrolet,Equinox,2018,Clean Vehicle,88564,White,  2Gnaxsev1J6218321,167799460,Florida, USA,,
8000,Chevrolet,Doors,2015,Clean Vehicle,78800,White,  1G11B5Sl5Ff135735,167799518,Nevada, USA,,
3000,Chevrolet,Doors,2012,Clean Vehicle,111856,White,  1Gccsbf92C8121126,167733652,California, USA,5.0,0.21
25000,Chevrolet,Doors,2015,Clean Vehicle,80946,Black,  3Gcuksec6Fg382971,167799527,Nevada, USA,,
12300,Chevrolet,Traverse,2017,Clean Vehicle,83168,Gray,  1Gnkrfed3Hj217603,167799559,New York, USA,18.0,0.75
14100,Chevrolet,Traverse,2017,Clean Vehicle,58606,White,  1Gnkrfed7Hj307708,167799560,New York, USA,18.0,0.75
9000,Chevrolet,VAN,2014,Clean Vehicle,82020,White,  1Gcsgafx9E1173192,167799763,Nevada, USA,9.0,0.38
4200,Chevrolet,Doors,2014,Clean Vehicle,102500,Black,  1G1P75Sz3E7332279,167799775,Nevada, USA,48.0,2.0
22500,Chevrolet,VAN,2019,Clean Vehicle,8150,White,  1Gcwgafg5K1229335,167799922,Texas, USA,48.0,2.0
22600,Chevrolet,VAN,2019,Clean Vehicle,6159,White,  1Gcwgafg1K1229638,167799926,Texas, USA,48.0,2.0
22600,Chevrolet,VAN,2019,Clean Vehicle,5938,White,  1Gcwgafg2K1222357,167799930,Texas, USA,48.0,2.0
22500,Chevrolet,VAN,2019,Clean Vehicle,9019,White,  1Gcwgafg3K1232427,167799936,Texas, USA,48.0,2.0
10200,Chevrolet,Malibu,2018,Clean Vehicle,45836,White,  1G1Zd5Stxjf175198,167800168,Texas, USA,48.0,2.0
42700,Chevrolet,3500,2016,Clean Vehicle,60215,White,  1Gc4K1E88Gf118806,167800375,Texas, USA,48.0,2.0
21200,Chevrolet,Tahoe,2015,Clean Vehicle,125507,White,  1Gnscckc9Fr715640,167800438,Texas, USA,48.0,2.0
22700,Chevrolet,Doors,2016,Clean Vehicle,90944,White,  1Gnscbkc6Gr432916,167800443,Texas, USA,48.0,2.0
22000,Chevrolet,Tahoe,2015,Clean Vehicle,82785,Gray,  1Gnscakc0Fr161697,167800450,Texas, USA,48.0,2.0
9600,Chevrolet,1500,2014,Clean Vehicle,150525,White,  3Gcpcpeh2Eg231868,167800600,Texas, USA,48.0,2.0
10500,Chevrolet,Doors,2013,Clean Vehicle,112267,Silver,  1Gcrcrea5Dz179299,167800641,Texas, USA,48.0,2.0
6700,Chevrolet,Doors,2013,Clean Vehicle,139394,White,  1Gb3Czcg3Df161404,167800646,Texas, USA,48.0,2.0
14200,Chevrolet,Doors,2013,Clean Vehicle,82543,Black,  3Gcpcse09Dg282246,167800650,Texas, USA,48.0,2.0
15500,Chevrolet,Equinox,2019,Clean Vehicle,13532,White,  2Gnaxkev1K6296972,167801090,Florida, USA,6.0,0.25
35100,Chevrolet,1500,2018,Clean Vehicle,14751,Blue,  3Gcukrec2Jg216609,167801202,Kansas, USA,48.0,2.0
26300,Chevrolet,Camaro,2018,Clean Vehicle,11150,Gray,  1G1Fb1Rx5J0103693,167801223,Kansas, USA,48.0,2.0
15700,Chevrolet,Colorado,2016,Clean Vehicle,91248,White,  1Gcgtce36G1387412,167801228,New Jersey, USA,18.0,0.75
17600,Chevrolet,1500,2016,Clean Vehicle,65336,White,  1Gcvkneh3Gz336629,167801344,New Jersey, USA,18.0,0.75
18600,Chevrolet,1500,2016,Clean Vehicle,48974,White,  1Gcvkneh7Gz158854,167801351,New Jersey, USA,18.0,0.75
19100,Chevrolet,1500,2016,Clean Vehicle,40011,White,  1Gcvkneh1Gz235878,167801359,New Jersey, USA,18.0,0.75
15200,Chevrolet,Equinox,2019,Clean Vehicle,37444,Black,  2Gnaxkev2K6183550,167801831,North Carolina, USA,48.0,2.0
16100,Chevrolet,Equinox,2019,Clean Vehicle,43199,White,  2Gnaxuev0K6196714,167801832,North Carolina, USA,48.0,2.0
14800,Chevrolet,Equinox,2019,Clean Vehicle,43589,Charcoal,  2Gnaxkevxk6199639,167801834,North Carolina, USA,48.0,2.0
16700,Chevrolet,Equinox,2019,Clean Vehicle,32870,Charcoal,  2Gnaxuev8K6190062,167801835,North Carolina, USA,48.0,2.0
15300,Chevrolet,Equinox,2019,Clean Vehicle,38826,Charcoal,  2Gnaxkev7K6197637,167801836,North Carolina, USA,48.0,2.0
16500,Chevrolet,Equinox,2019,Clean Vehicle,33739,Charcoal,  2Gnaxuev3K6169765,167801838,North Carolina, USA,48.0,2.0
19600,Chevrolet,Passenger,2019,Clean Vehicle,35309,White,  1Gazgpfgxk1197071,167801927,North Carolina, USA,48.0,2.0
15200,Chevrolet,Impala,2019,Clean Vehicle,32248,Red,  1G11Z5Sa4Ku113760,167801930,North Carolina, USA,48.0,2.0
15000,Chevrolet,Impala,2019,Clean Vehicle,36165,Silver,  1G11Z5Sa7Ku117222,167801932,North Carolina, USA,48.0,2.0
15500,Chevrolet,Impala,2019,Clean Vehicle,29922,Charcoal,  2G11Z5Saxk9120208,167801934,North Carolina, USA,48.0,2.0
15700,Chevrolet,Impala,2019,Clean Vehicle,26848,Silver,  2G11Z5Sa5K9140950,167801935,North Carolina, USA,48.0,2.0
14800,Chevrolet,Impala,2019,Clean Vehicle,41163,Charcoal,  2G11Z5Sa8K9139310,167801936,North Carolina, USA,48.0,2.0
9200,Chevrolet,Cruze,2017,Clean Vehicle,32856,Red,  3G1Be6Sm0Hs561566,167802090,North Carolina, USA,48.0,2.0
8200,Chevrolet,Impala,2017,Clean Vehicle,100315,Black,  1G1105Sa9Hu160835,167802211,North Carolina, USA,48.0,2.0
11400,Chevrolet,Doors,2013,Clean Vehicle,91638,Silver,  1Gc2Kvcg8Dz256073,167803268,New Jersey, USA,18.0,0.75
6500,Chevrolet,Doors,2015,Clean Vehicle,83173,White,  1G11C5Sl0Ff208474,167803692,North Carolina, USA,48.0,2.0
11500,Chevrolet,Doors,2014,Clean Vehicle,94356,Gray,  1Gnkvgkd3Ej113338,167803935,North Carolina, USA,48.0,2.0
23800,Chevrolet,Doors,2015,Clean Vehicle,85792,Black,  1Gnscbkc0Fr109217,167804275,Florida, USA,2.0,0.08
8900,Chevrolet,Doors,2014,Clean Vehicle,129068,White,  1Gnkrgkd3Ej285342,167804714,Florida, USA,1.0,0.04
28300,Chevrolet,Limited,2019,Clean Vehicle,27665,Red,  2Gcvkpec1K1124569,167805479,Indiana, USA,48.0,2.0
27300,Chevrolet,Limited,2019,Clean Vehicle,25427,Black,  2Gcvkpec4K1105269,167805483,Indiana, USA,48.0,2.0
3500,Chevrolet,Doors,2013,Clean Vehicle,78198,Gray,  1G11C5Saxdf350889,167617243,New Jersey, USA,168.0,7.0
28300,Chevrolet,Colorado,2020,Clean Vehicle,13886,Silver,  1Gcgtcen7L1101496,167805497,Indiana, USA,48.0,2.0
18300,Chevrolet,Impala,2019,Clean Vehicle,34538,Silver,  2G11Z5S37K9134455,167805500,Indiana, USA,48.0,2.0
22500,Dodge,Charger,2018,Clean Vehicle,20575,Silver,  2C3Cdxjg1Jh292507,167766487,Wisconsin, USA,48.0,2.0
22500,Dodge,Charger,2018,Clean Vehicle,26026,Gray,  2C3Cdxjg4Jh292503,167766491,Wisconsin, USA,96.0,4.0
8300,Dodge,Doors,2012,Clean Vehicle,99015,Gray,  1C6Rd7Ft0Cs326533,167766587,Wisconsin, USA,24.0,1.0
16500,Dodge,Caravan,2019,Clean Vehicle,27327,Gray,  2C4Rdgeg4Kr682965,167766650,Nebraska, USA,5.0,0.21
14500,Dodge,Journey,2019,Clean Vehicle,30229,Silver,  3C4Pdcgg9Kt700676,167766667,Nebraska, USA,5.0,0.21
30000,Dodge,Charger,2019,Clean Vehicle,43294,White,  2C3Cdxjg2Kh630921,167766742,Ontario, CANADA,240.0,10.0
30000,Dodge,Charger,2019,Clean Vehicle,54309,Orange,  2C3Cdxjg0Kh682158,167766743,Ontario, CANADA,240.0,10.0
30000,Dodge,Charger,2019,Clean Vehicle,52822,White,  2C3Cdxjg2Kh658962,167766751,Ontario, CANADA,240.0,10.0
30000,Dodge,Charger,2019,Clean Vehicle,45554,White,  2C3Cdxjg1Kh630912,167766757,Ontario, CANADA,240.0,10.0
30000,Dodge,Charger,2019,Clean Vehicle,37538,White,  2C3Cdxjg1Kh658953,167766758,Ontario, CANADA,240.0,10.0
29500,Dodge,Charger,2019,Clean Vehicle,35153,Red,  2C3Cdxjg6Kh630954,167766763,Ontario, CANADA,240.0,10.0
21600,Dodge,Challenger,2019,Clean Vehicle,23783,White,  2C3Cdzgg2Kh594165,167767030,Washington, USA,48.0,2.0
22600,Dodge,Charger,2019,Clean Vehicle,30759,Black,  2C3Cdxhg2Kh608648,167767044,Washington, USA,48.0,2.0
16300,Dodge,Caravan,2019,Clean Vehicle,38922,Gray,  2C4Rdgcg5Kr518563,167767063,Washington, USA,48.0,2.0
8600,Dodge,Doors,2012,Clean Vehicle,165836,Blue,  1C6Rd7Ht8Cs279667,167767147,Washington, USA,48.0,2.0
28800,Dodge,Durango,2019,Clean Vehicle,19235,No_Color,  1C4Rdhdg4Kc769457,167767327,Texas, USA,21.0,0.88
22100,Dodge,Challenger,2019,Clean Vehicle,9445,Gray,  2C3Cdzag4Kh686869,167767331,Texas, USA,21.0,0.88
14300,Dodge,Journey,2018,Clean Vehicle,19164,Gray,  3C4Pdcab2Jt216649,167717039,North Carolina, USA,21.0,0.88
13700,Dodge,Caravan,2018,Clean Vehicle,54106,White,  2C4Rdgeg6Jr205887,167718054,North Carolina, USA,21.0,0.88
29500,Dodge,Challenger,2017,Clean Vehicle,32051,No_Color,  2C3Cdzfj5Hh650508,167768040,Arizona, USA,21.0,0.88
18500,Dodge,Journey,2017,Clean Vehicle,14870,Gray,  3C4Pddeg4Ht608652,167768048,Texas, USA,21.0,0.88
19000,Dodge,Doors,2016,Clean Vehicle,32294,Blue,  2C3Cdxjg0Gh303988,167768759,Colorado, USA,21.0,0.88
43400,Dodge,Challenger,2015,Clean Vehicle,7250,White,  2C3Cdzc99Fh713682,167769093,Arizona, USA,48.0,2.0
46000,Dodge,Challenger,2015,Clean Vehicle,10145,No_Color,  2C3Cdzfj8Fh877821,167769114,Arizona, USA,21.0,0.88
12500,Dodge,Journey,2018,Clean Vehicle,59924,Silver,  3C4Pdcgg1Jt257213,167769598,Texas, USA,48.0,2.0
13900,Dodge,Charger,2017,Clean Vehicle,21304,Black,  2C3Cdxbg5Hh642083,167770062,Florida, USA,24.0,1.0
13000,Dodge,Caravan,2018,Clean Vehicle,52079,White,  2C4Rdgegxjr339012,167724265,California, USA,24.0,1.0
13000,Dodge,Caravan,2018,Clean Vehicle,54960,White,  2C4Rdgcg2Jr205677,167724266,California, USA,24.0,1.0
3000,Dodge,Doors,2013,Clean Vehicle,80099,White,  1C3Cdzcb6Dn599101,167770820,Texas, USA,19.0,0.79
17500,Dodge,Caravan,2019,Clean Vehicle,23987,Black,  2C4Rdgcgxkr751032,167770910,Florida, USA,48.0,2.0
7900,Dodge,Doors,2017,Clean Vehicle,84144,Gray,  3C4Pdcbg0Ht518476,167771302,California, USA,48.0,2.0
8900,Dodge,Doors,2014,Clean Vehicle,85639,Blue,  2C3Cdxbg5Eh300547,167771550,Florida, USA,24.0,1.0
11500,Dodge,Caravan,2018,Clean Vehicle,50193,No_Color,  2C4Rdgcg8Jr208468,167772963,Pennsylvania, USA,21.0,0.88
6500,Dodge,Journey,2017,Clean Vehicle,74392,Black,  3C4Pdcab8Ht507652,167772985,Pennsylvania, USA,21.0,0.88
8000,Dodge,Doors,2017,Clean Vehicle,76117,Black,  3C4Pdcgb7Ht525941,167772989,Pennsylvania, USA,21.0,0.88
18700,Dodge,Challenger,2018,Clean Vehicle,36358,Gray,  2C3Cdzag5Jh245542,167773134,New Jersey, USA,,
8350,Dodge,Journey,2017,Clean Vehicle,90685,White,  3C4Pddbg6Ht592197,167773188,Florida, USA,312.0,13.0
27900,Dodge,Charger,2017,Clean Vehicle,54141,Orange,  2C3Cdxctxhh618731,167773190,Florida, USA,48.0,2.0
14500,Dodge,Doors,2016,Clean Vehicle,82240,White,  1C4Rdjag5Gc486469,167773290,Pennsylvania, USA,21.0,0.88
6200,Dodge,Doors,2016,Clean Vehicle,66167,Silver,  1C3Cdfbb6Gd515496,167773297,Pennsylvania, USA,48.0,2.0
7500,Dodge,Doors,2012,Clean Vehicle,144220,Gray,  1C6Rd7Ft6Cs238912,167773764,Pennsylvania, USA,21.0,0.88
20200,Dodge,Caravan,2019,Clean Vehicle,24722,Black,  2C4Rdgdg0Kr571878,167774394,Illinois, USA,20.0,0.83
29300,Dodge,Durango,2019,Clean Vehicle,41198,Silver,  1C4Sdjct2Kc576022,167774395,Illinois, USA,20.0,0.83
31000,Dodge,Durango,2019,Clean Vehicle,26353,Black,  1C4Sdjct5Kc738497,167774400,Illinois, USA,24.0,1.0
32400,Dodge,Durango,2019,Clean Vehicle,28280,White,  1C4Sdjctxkc691872,167774401,Illinois, USA,24.0,1.0
5800,Dodge,Doors,2012,Clean Vehicle,130120,White,  3C6Jd6Dtxcg183219,167774684,Minnesota, USA,5.0,0.21
21500,Dodge,Charger,2019,Clean Vehicle,15340,Black,  2C3Cdxbg8Kh658222,167777309,Texas, USA,19.0,0.79
23100,Dodge,Charger,2018,Clean Vehicle,12265,Silver,  2C3Cdxjgxjh222262,167735423,Michigan, USA,21.0,0.88
4500,Dodge,VAN,2014,Clean Vehicle,94872,Gray,  2C4Rdgcg3Er266428,167777525,Texas, USA,19.0,0.79
24800,Dodge,Charger,2018,Clean Vehicle,17946,Silver,  2C3Cdxjg6Jh182178,167735434,Michigan, USA,21.0,0.88
23000,Dodge,Charger,2018,Clean Vehicle,26996,Gray,  2C3Cdxjg7Jh189253,167735435,Michigan, USA,21.0,0.88
26900,Dodge,Journey,2019,Clean Vehicle,5775,Gray,  3C4Pddbg3Kt708835,167778592,Wisconsin, USA,21.0,0.88
21500,Dodge,Challenger,2018,Clean Vehicle,6748,Gray,  2C3Cdzag8Jh321934,167778953,Wisconsin, USA,48.0,2.0
15700,Dodge,Journey,2018,Clean Vehicle,38128,White,  3C4Pdcgg2Jt378879,167778956,Wisconsin, USA,21.0,0.88
15200,Dodge,Caravan,2018,Clean Vehicle,41636,Silver,  2C4Rdgcg8Jr327542,167778960,Wisconsin, USA,21.0,0.88
23300,Dodge,Charger,2018,Clean Vehicle,5359,Blue,  2C3Cdxbgxjh273288,167778965,Wisconsin, USA,48.0,2.0
6100,Dodge,Doors,2015,Clean Vehicle,70296,White,  1C3Cdfbb3Fd213551,167779186,Minnesota, USA,144.0,6.0
20000,Dodge,Journey,2017,Clean Vehicle,11346,Green,  3C4Pddgg6Ht556180,167779694,Wisconsin, USA,21.0,0.88
53000,Dodge,Challenger,2017,Clean Vehicle,7415,No_Color,  2C3Cdzc98Hh553913,167779700,Illinois, USA,21.0,0.88
3000,Dodge,Doors,2013,Clean Vehicle,107593,Orange,  1C3Cdfcb9Dd329946,167779844,Minnesota, USA,144.0,6.0
18200,Dodge,Doors,2016,Clean Vehicle,50639,Black,  2C3Cdxct3Gh355660,167780126,New Jersey, USA,7.0,0.29
21800,Dodge,Challenger,2019,Clean Vehicle,6530,Gray,  2C3Cdzbt8Kh705158,167456189,Arizona, USA,48.0,2.0
52000,Dodge,Charger,2016,Clean Vehicle,17432,Blue,  2C3Cdxl92Gh285329,167780193,Illinois, USA,48.0,2.0
19000,Dodge,Charger,2019,Clean Vehicle,19636,Black,  2C3Cdxhg6Kh598321,167456192,Arizona, USA,48.0,2.0
25000,Dodge,Challenger,2016,Clean Vehicle,41748,No_Color,  2C3Cdzbt4Gh325869,167780200,Illinois, USA,48.0,2.0
36000,Dodge,Challenger,2016,Clean Vehicle,13162,Red,  2C3Cdzfj8Gh351982,167780204,Illinois, USA,48.0,2.0
17000,Dodge,Caravan,2019,Clean Vehicle,32937,White,  2C4Rdgegxkr599122,167469885,Georgia, USA,192.0,8.0
25300,Dodge,Doors,2015,Clean Vehicle,23095,Red,  1C4Rdjeg3Fc112029,167780468,Wisconsin, USA,21.0,0.88
14900,Dodge,Journey,2017,Clean Vehicle,34432,Gray,  3C4Pddeg9Ht565166,167473054,Wisconsin, USA,22.0,0.92
15000,Dodge,Caravan,2017,Clean Vehicle,48162,No_Color,  2C4Rdgeg8Hr632871,167473055,Wisconsin, USA,21.0,0.88
12995,Dodge,Doors,2014,Clean Vehicle,68310,Gray,  2C3Cdyag9Eh126828,167477459,Massachusetts, USA,192.0,8.0
17750,Dodge,Doors,2014,Clean Vehicle,48000,Black,  2C3Cdybt2Eh298212,167477460,Massachusetts, USA,192.0,8.0
10295,Dodge,Doors,2014,Clean Vehicle,105962,Black,  2C3Cdyag3Eh213138,167477461,Pennsylvania, USA,192.0,8.0
16995,Dodge,Doors,2014,Clean Vehicle,96575,Gray,  2C3Cdybt3Eh136783,167477462,Connecticut, USA,192.0,8.0
25000,Dodge,Doors,2014,Clean Vehicle,13239,Toreador Red,  2C3Cdybt5Eh217218,167477463,New York, USA,192.0,8.0
23995,Dodge,Doors,2014,Clean Vehicle,24934,Bright White Clearcoat,  2C3Cdybt3Eh115268,167477464,Rhode Island, USA,192.0,8.0
14900,Dodge,Doors,2014,Clean Vehicle,46859,Billet Silver Metallic Clearcoat,  2C3Cdyag6Eh133624,167477465,New Jersey, USA,192.0,8.0
15810,Dodge,Doors,2014,Clean Vehicle,44468,Black Clearcoat,  2C3Cdyag9Eh313809,167477466,New York, USA,192.0,8.0
20227,Dodge,Doors,2014,Clean Vehicle,62230,Jazz Blue Pearlcoat,  2C3Cdybt1Eh270465,167477467,New York, USA,192.0,8.0
20999,Dodge,Doors,2014,Clean Vehicle,37082,Silver,  2C3Cdybt9Eh247614,167477468,New York, USA,192.0,8.0
22499,Dodge,Doors,2014,Clean Vehicle,23964,Bright White Clearcoat,  2C3Cdybt9Eh143592,167477469,New Jersey, USA,192.0,8.0
23495,Dodge,Doors,2014,Clean Vehicle,11204,Black Clearcoat,  2C3Cdyag1Eh311262,167477470,New York, USA,192.0,8.0
25250,Dodge,Doors,2014,Clean Vehicle,7608,Billet Silver Metallic Clearcoat,  2C3Cdybt6Eh111229,167477485,New York, USA,192.0,8.0
15322,Dodge,Doors,2014,Clean Vehicle,49982,Billet Silver Metallic Clearcoat,  2C3Cdyag3Eh251064,167477486,New Jersey, USA,192.0,8.0
21232,Dodge,Charger,2019,Clean Vehicle,4950,Gray,  2C3Cdxbgxkh707467,167480295,Texas, USA,96.0,4.0
5800,Dodge,Journey,2013,Clean Vehicle,111628,White,  3C4Pddfg9Dt523590,167780745,Wisconsin, USA,21.0,0.88
29000,Dodge,Doors,2012,Clean Vehicle,15927,Black,  2C3Cdxej6Ch170654,167780754,Illinois, USA,21.0,0.88
17000,Dodge,Caravan,2018,Clean Vehicle,36299,Gray,  2C4Rdgeg5Jr147562,167781292,New Jersey, USA,48.0,2.0
13800,Dodge,Journey,2018,Clean Vehicle,28469,Red,  3C4Pdcgg9Jt352215,167491370,Florida, USA,23.0,0.96
30000,Dodge,Durango,2019,Clean Vehicle,29086,Gray,  1C4Sdhct3Kc769532,167492266,Missouri, USA,192.0,8.0
14800,Dodge,Caravan,2017,Clean Vehicle,35991,Gray,  2C4Rdgeg1Hr716871,167493381,Florida, USA,23.0,0.96
8500,Dodge,Journey,2017,Clean Vehicle,62224,Black,  3C4Pdcabxht695526,167494494,Missouri, USA,168.0,7.0
